,carat,cut,color,clarity,depth,table,volume
44506,0.33,Premium,H,VS2,60.4,60.0,55.08
44508,0.28,Very Good,H,VVS2,62.0,55.0,46.66
44513,0.28,Ideal,H,VVS2,62.0,57.0,46.77
44514,0.28,Ideal,G,VVS1,62.7,55.0,45.78
44515,0.35,Good,G,SI1,63.8,54.0,56.95
44516,0.35,Ideal,G,SI1,61.3,56.0,57.76
44518,0.35,Good,D,SI2,63.3,55.0,56.54
44519,0.35,Premium,G,SI1,60.3,60.0,57.89
44520,0.35,Ideal,D,SI2,62.2,56.0,58.0
44521,0.35,Ideal,D,SI2,61.8,57.0,58.17
44522,0.35,Premium,D,SI2,60.8,58.0,56.89
44523,0.35,Premium,D,SI2,62.3,58.0,57.15
44524,0.35,Good,G,SI1,63.4,56.0,57.0
44525,0.35,Ideal,D,SI2,62.4,55.0,58.2
44527,0.36,Ideal,I,VS2,61.8,55.0,59.96
44528,0.36,Ideal,I,VS2,61.6,55.0,60.96
44529,0.36,Ideal,I,VS2,61.8,55.0,60.7
44530,0.32,Ideal,H,VS2,61.5,55.0,53.26
44531,0.32,Ideal,H,VS2,61.3,56.0,53.5
44532,0.32,Ideal,H,VS2,62.0,54.0,53.53
44533,0.55,Very Good,F,VS2,62.6,57.0,88.49
44534,0.7,Very Good,J,SI2,63.6,56.0,111.64
44535,0.49,Ideal,E,VS2,61.3,55.0,82.31
44536,0.66,Ideal,H,SI1,62.4,58.0,106.38
44537,0.55,Ideal,E,SI1,62.5,56.0,89.44
44538,0.55,Ideal,E,SI1,61.8,58.0,89.92
44539,0.71,Ideal,J,SI1,62.6,57.0,114.33
44540,0.71,Premium,J,SI2,60.7,59.0,114.26
44541,0.72,Good,F,SI2,63.8,59.0,112.67
44542,0.53,Very Good,F,VS2,60.5,55.0,88.43
44543,0.53,Ideal,D,VS2,60.2,55.0,88.65
44544,0.5,Premium,D,SI1,62.3,58.0,81.39
44545,0.5,Premium,D,SI1,61.1,59.0,79.11
44546,0.5,Premium,D,SI1,62.8,58.0,80.68
44547,0.5,Ideal,D,SI1,62.1,57.0,80.23
44548,0.73,Good,I,SI2,63.7,57.0,118.55
44549,0.73,Premium,G,SI2,61.2,56.0,114.31
44550,0.51,Ideal,H,VVS2,60.1,57.0,84.53
44551,0.55,Ideal,D,SI1,61.3,56.0,91.46
44552,0.53,Very Good,E,VS2,60.1,60.0,86.65
44553,0.5,Ideal,D,VS2,61.5,57.0,81.09
44554,0.51,Very Good,E,VS2,61.4,56.0,84.57
44555,0.51,Very Good,E,VS2,62.8,56.0,84.57
44556,0.57,Ideal,F,VS2,61.3,57.0,94.87
44557,0.56,Ideal,H,SI1,61.6,56.0,92.2
44558,0.65,Premium,G,SI1,61.9,58.0,104.4
44559,0.57,Ideal,G,VS2,60.7,55.0,95.64
44560,0.54,Ideal,E,VS2,61.3,55.0,88.75
44561,0.6,Ideal,E,SI1,60.6,57.0,98.02
44562,0.47,Good,E,VVS1,65.2,56.0,75.57
44563,0.5,Good,F,VS1,61.4,61.0,78.34
44564,0.5,Good,F,VS1,61.5,61.0,78.74
44565,0.57,Good,G,VS2,64.1,55.0,94.05
44566,0.57,Premium,H,VS1,61.7,58.0,92.66
44567,0.57,Premium,E,SI1,59.4,58.0,93.6
44568,0.57,Ideal,E,SI1,61.9,56.0,92.94
44569,0.57,Ideal,E,SI1,61.2,57.0,93.42
44570,0.57,Ideal,E,SI1,62.2,57.0,93.68
44571,0.57,Ideal,E,SI1,62.2,55.0,94.67
44572,0.56,Very Good,F,VS2,62.0,56.0,87.68
44573,0.61,Premium,D,SI1,61.6,58.0,94.63
44574,0.51,Premium,E,VS2,60.6,60.0,85.01
44575,0.5,Ideal,E,VS2,61.4,55.0,83.65
44576,0.5,Ideal,E,VS2,61.4,55.0,82.9
44577,0.51,Ideal,E,VS2,62.0,54.0,84.44
44578,0.5,Premium,D,VS2,61.3,59.0,79.78
44579,0.61,Premium,I,VS1,60.0,61.0,100.67
44580,0.62,Very Good,I,VVS2,61.3,58.8,101.94
44581,0.62,Ideal,I,VVS2,62.6,57.0,103.49
44582,0.5,Good,F,VS2,62.9,54.9,83.49
44583,0.5,Very Good,F,VS2,61.4,59.0,81.99
44584,0.53,Ideal,G,VS2,61.4,55.0,88.58
44585,0.54,Ideal,F,VS2,61.0,56.0,90.56
44586,0.48,Ideal,G,VS1,61.9,55.0,79.25
44587,0.53,Ideal,G,VS1,61.5,57.0,88.24
44588,0.47,Very Good,F,VVS2,62.1,56.0,76.48
44589,0.48,Very Good,E,VS1,59.1,62.0,81.21
44590,0.51,Very Good,D,VS1,58.8,60.0,83.65
44591,0.56,Ideal,I,VVS1,61.5,55.0,94.17
44592,0.62,Ideal,H,VS2,61.2,54.0,104.91
44593,0.56,Ideal,G,VS2,62.0,55.0,92.59
44594,0.56,Ideal,H,VS1,61.8,55.0,93.11
44595,0.47,Ideal,D,VS1,61.0,55.0,77.11
44596,0.57,Very Good,G,VS2,62.2,60.0,92.07
44597,0.57,Very Good,G,VS2,63.0,58.0,91.4
44598,0.52,Ideal,E,VS2,62.1,57.0,87.51
44599,0.55,Premium,F,SI1,61.9,59.0,90.37
44600,0.5,Ideal,E,SI1,61.8,56.0,81.35
44601,0.59,Very Good,G,VS2,61.5,59.0,94.98
44602,0.52,Very Good,G,VS1,60.2,57.0,86.49
44604,0.62,Ideal,H,SI1,61.4,56.0,102.24
44605,0.53,Ideal,F,VS1,61.6,55.0,87.91
44606,0.7,Very Good,J,SI1,62.0,56.0,114.28
44607,0.56,Ideal,F,VS2,60.8,57.0,95.11
44608,0.5,Ideal,E,VS1,62.2,56.0,83.2
44609,0.54,Ideal,F,VS2,62.0,55.0,89.41
44610,0.54,Good,D,SI1,64.1,55.0,86.58
44611,0.52,Ideal,I,VVS1,62.0,55.0,86.13
44612,0.52,Premium,I,VVS1,63.0,58.0,84.08
44613,0.51,Ideal,F,VS2,59.2,56.0,83.44
44614,0.51,Premium,F,VS2,61.4,58.0,81.99
44615,0.51,Premium,D,SI1,62.2,58.0,82.29
44616,0.51,Ideal,D,SI1,62.6,57.0,82.81
44617,0.51,Ideal,F,VS2,61.0,57.0,82.53
44618,0.52,Premium,D,VS2,60.9,58.0,85.12
44619,0.51,Ideal,F,VS2,62.8,57.0,82.32
44620,0.52,Ideal,F,VS2,61.8,55.4,84.34
44621,0.59,Very Good,D,SI1,62.9,58.0,94.99
44622,0.52,Ideal,G,VS1,62.1,54.0,85.04
44623,0.52,Very Good,E,VS2,62.8,55.0,84.74
44624,0.52,Ideal,E,VS2,61.3,56.0,85.66
44625,0.52,Very Good,G,VS1,59.5,58.0,85.83
44626,0.52,Ideal,E,VS2,62.4,57.0,84.21
44627,0.53,Ideal,F,VS2,61.9,55.0,87.84
44628,0.55,Ideal,E,SI1,61.6,56.0,90.26
44629,0.55,Ideal,E,SI1,60.1,57.0,92.85
44630,0.53,Ideal,D,SI1,61.6,56.0,87.3
44631,0.41,Ideal,F,IF,61.1,58.0,68.82
44632,0.42,Ideal,D,VVS1,61.8,55.0,70.04
44633,0.42,Ideal,D,VVS1,62.8,56.0,68.54
44634,0.42,Ideal,D,VVS1,61.6,56.0,68.34
44635,0.42,Ideal,D,VVS1,61.8,56.0,68.57
44636,0.54,Ideal,F,VS2,62.8,57.0,89.54
44637,0.7,Premium,H,I1,60.0,59.0,116.13
44638,0.61,Very Good,D,SI1,62.4,59.0,100.14
44639,0.56,Ideal,I,VVS1,61.1,55.0,92.96
44640,0.56,Premium,I,VVS1,60.6,59.0,90.79
44641,0.59,Very Good,F,VS2,62.9,55.0,96.63
44642,0.59,Ideal,G,VS2,62.9,56.0,95.81
44643,0.52,Premium,E,VS2,60.6,58.0,85.94
44644,0.52,Premium,G,VS1,59.1,60.0,83.76
44645,0.59,Very Good,G,VS2,62.8,59.0,93.71
44646,0.51,Ideal,D,VS2,61.8,54.0,84.18
44647,0.5,Very Good,E,VS2,61.2,63.0,81.89
44648,0.5,Ideal,D,SI1,61.7,56.0,83.59
44649,0.62,Very Good,E,SI2,58.8,63.0,102.99
44650,0.5,Premium,E,VS2,61.3,60.0,80.83
44651,0.5,Premium,E,VS2,61.4,58.0,81.25
44652,0.5,Premium,E,VS2,61.8,58.0,81.03
44653,0.5,Very Good,E,VS2,61.4,59.0,81.99
44654,0.5,Ideal,E,VS2,62.2,54.0,82.29
44655,0.5,Very Good,E,VS2,61.1,61.0,82.05
44656,0.5,Ideal,G,VS1,62.3,55.0,82.13
44657,0.5,Very Good,E,VS2,62.8,57.0,82.32
44658,0.5,Ideal,E,VS2,61.8,55.0,81.19
44659,0.5,Very Good,E,VS2,61.5,56.0,81.09
44660,0.5,Premium,G,VS1,59.8,58.0,82.59
44661,0.5,Very Good,G,VS1,59.4,60.0,81.16
44662,0.5,Very Good,E,VS2,62.7,54.0,82.48
44663,0.5,Premium,E,VS2,62.3,60.0,81.23
44664,0.5,Ideal,E,VS2,61.5,57.0,82.74
44665,0.5,Very Good,E,VS2,61.3,58.0,80.83
44666,0.5,Very Good,E,VS2,61.8,58.0,81.03
44667,0.5,Premium,G,VS1,62.2,59.0,80.81
44668,0.5,Very Good,E,VS2,61.3,59.0,80.1
44669,0.5,Premium,G,VS1,60.7,60.0,80.79
44670,0.5,Premium,G,VS1,59.9,59.0,81.37
44671,0.5,Ideal,E,VS2,60.0,57.0,81.21
44672,0.5,Ideal,E,VS2,62.1,54.0,83.36
44673,0.5,Very Good,G,VS1,61.0,59.0,81.63
44674,0.5,Ideal,E,VS2,61.4,57.0,81.25
44675,0.5,Ideal,E,VS2,62.2,55.0,81.55
44676,0.5,Ideal,E,VS2,61.3,57.0,83.22
44677,0.5,Ideal,G,VS1,62.0,55.0,81.29
44678,0.5,Ideal,E,VS2,62.6,54.0,82.81
44679,0.5,Premium,G,VS1,62.5,58.0,82.39
44680,0.5,Premium,G,VS1,59.7,60.0,80.37
44681,0.5,Very Good,E,VS2,62.9,59.0,82.16
44682,0.5,Ideal,E,VS2,61.6,55.0,82.41
44683,0.5,Very Good,G,VS1,62.1,55.0,84.26
44684,0.5,Premium,G,VS1,62.5,60.0,81.48
44685,0.52,Ideal,F,VS2,61.3,57.0,86.42
44686,0.53,Ideal,F,VS1,61.5,56.0,88.08
44687,0.39,Ideal,G,IF,60.1,57.0,64.44
44688,0.55,Good,F,VS2,58.2,58.0,93.51
44689,0.53,Good,F,VS1,61.8,62.8,84.18
44690,0.52,Ideal,F,SI1,62.0,54.0,85.97
44691,0.52,Ideal,F,SI1,61.8,55.0,85.53
44692,0.51,Good,E,SI1,64.3,54.0,84.55
44693,0.51,Ideal,E,SI1,62.9,57.0,83.07
44694,0.51,Premium,E,SI1,61.7,59.0,82.09
44695,0.51,Premium,E,SI1,61.3,59.0,83.22
44696,0.51,Good,E,SI1,64.3,55.0,84.55
44697,0.52,Premium,E,SI1,61.8,60.0,85.1
44698,0.52,Very Good,E,VS2,61.5,58.0,86.86
44699,0.6,Ideal,G,VS2,62.1,57.0,97.5
44700,0.55,Very Good,F,VS2,62.5,56.0,90.4
44701,0.6,Premium,E,SI1,60.8,58.0,100.0
44702,0.56,Ideal,E,VS2,61.6,57.0,92.2
44703,0.52,Ideal,H,VVS1,61.7,56.0,85.76
44704,0.42,Ideal,H,VVS1,61.3,56.0,69.72
44705,0.56,Ideal,H,VS2,61.3,56.0,91.12
44706,0.53,Ideal,G,VS2,61.0,55.0,87.7
44707,0.52,Ideal,F,VS2,61.1,56.0,86.32
44708,0.52,Ideal,F,VS2,61.2,56.0,89.18
44709,0.52,Good,E,VS2,64.3,56.0,84.38
44710,0.53,Good,D,VS2,58.4,58.0,89.13
44712,0.71,Very Good,J,VS2,62.6,57.0,114.13
44713,0.58,Ideal,I,VS2,61.8,55.0,95.74
44714,0.5,Ideal,H,VS2,61.7,55.0,83.0
44715,0.5,Ideal,H,VS2,61.5,56.0,82.58
44717,0.56,Very Good,F,VS2,60.0,57.0,92.68
44718,0.5,Very Good,D,VS2,62.8,60.0,80.84
44719,0.5,Very Good,D,VS2,63.4,57.0,82.35
44720,0.51,Very Good,F,VS1,63.3,57.0,82.67
44721,0.51,Premium,F,VS1,60.7,59.0,81.53
44722,0.61,Ideal,I,VS2,62.0,57.0,99.91
44723,0.54,Premium,D,VS2,61.6,56.0,87.13
44724,0.51,Very Good,H,VS1,60.7,56.0,85.28
44725,0.51,Very Good,H,VS1,62.3,56.0,83.2
44726,0.51,Very Good,H,VS1,60.7,56.0,84.52
44727,0.51,Very Good,H,VS1,62.3,57.0,83.04
44728,0.5,Very Good,D,VS2,61.2,56.0,83.55
44730,0.5,Ideal,D,VS2,62.0,56.0,82.94
44731,0.5,Ideal,D,VS2,61.8,54.0,84.18
44732,0.63,Ideal,G,SI1,61.7,54.0,104.96
44733,0.63,Ideal,G,SI1,62.0,55.0,104.02
44734,0.55,Very Good,E,VS2,61.7,59.0,88.51
44735,0.52,Very Good,G,VS1,62.3,58.0,85.3
44736,0.64,Very Good,D,SI2,62.8,54.0,105.05
44737,0.52,Ideal,F,VS2,62.5,56.0,84.81
44738,0.52,Ideal,D,VS2,61.9,54.0,84.77
44739,0.52,Ideal,G,VS1,62.3,54.0,85.9
44740,0.5,Premium,E,VS2,62.9,60.0,79.79
44741,0.5,Premium,G,VS1,58.9,59.0,81.84
44742,0.5,Premium,G,VS1,61.1,60.0,79.84
44743,0.5,Premium,G,VS1,60.7,62.0,80.06
44744,0.5,Premium,G,VS1,60.3,60.0,79.54
44745,0.5,Premium,E,VS2,61.3,56.0,83.06
44746,0.5,Ideal,E,VS2,61.0,56.0,83.12
44747,0.5,Ideal,E,VS2,62.9,54.0,84.41
44748,0.5,Ideal,E,VS2,62.2,56.0,83.2
44749,0.5,Very Good,E,VS2,60.0,63.0,79.59
44750,0.5,Ideal,E,VS2,61.4,56.0,81.41
44751,0.5,Premium,E,VS2,61.8,59.0,81.93
44752,0.5,Premium,E,VS2,61.4,58.0,80.67
44753,0.5,Ideal,E,VS2,62.1,57.0,81.13
44754,0.5,Ideal,E,VS2,63.0,54.0,81.83
44755,0.5,Ideal,E,VS2,62.5,57.0,81.48
44756,0.5,Very Good,E,VS2,63.5,54.0,82.02
44757,0.5,Very Good,E,VS2,63.4,58.0,81.61
44758,0.5,Very Good,E,VS2,63.5,58.0,82.02
44759,0.5,Premium,E,VS2,62.4,62.0,80.33
44760,0.5,Very Good,E,VS2,63.2,57.0,81.19
44761,0.5,Very Good,E,VS2,63.2,56.0,81.19
44762,0.5,Ideal,E,VS2,63.0,57.0,79.47
44763,0.5,Premium,E,VS2,62.6,60.0,78.97
44764,0.76,Premium,G,I1,63.0,55.0,122.14
44765,0.5,Premium,G,VS1,60.8,60.0,83.02
44766,0.5,Very Good,E,VS2,63.4,59.0,82.93
44767,0.55,Premium,E,SI1,62.4,57.6,90.3
44768,0.54,Ideal,H,VS1,61.6,59.0,88.08
44769,0.53,Ideal,F,VS1,61.7,56.0,87.13
44770,0.59,Ideal,E,SI1,62.2,57.0,95.49
44771,0.53,Premium,D,SI1,60.0,58.0,87.59
44772,0.53,Very Good,D,SI1,61.4,57.0,87.8
44773,0.53,Ideal,D,SI1,62.0,55.0,88.62
44774,0.53,Very Good,F,VS2,61.9,58.0,86.3
44775,0.53,Ideal,F,VS2,61.8,55.0,87.4
44776,0.53,Ideal,F,VS2,61.5,55.0,88.24
44777,0.53,Premium,D,SI1,61.0,58.0,85.72
44778,0.53,Ideal,F,VS2,61.1,56.0,87.86
44779,0.53,Ideal,D,SI1,62.2,56.0,87.95
44780,0.53,Very Good,F,VS2,60.6,55.0,87.48
44781,0.53,Premium,F,VS2,61.4,60.0,86.09
44782,0.53,Ideal,D,SI1,61.7,56.0,86.19
44783,0.56,Ideal,G,SI1,62.0,57.0,90.2
44784,0.73,Fair,F,SI2,64.7,56.0,111.48
44785,0.74,Very Good,E,SI2,63.3,59.0,123.46
44786,0.5,Ideal,F,VS2,61.4,57.0,83.65
44787,0.58,Ideal,G,VS2,62.3,53.7,96.14
44788,0.51,Ideal,G,VS1,60.2,56.0,85.23
44789,0.51,Ideal,G,VS1,60.2,57.0,84.15
44790,0.51,Ideal,G,VS1,59.0,59.0,86.21
44791,0.51,Ideal,F,VS1,61.8,54.0,85.1
44792,0.5,Very Good,D,VS2,63.2,60.0,80.46
44793,0.57,Very Good,G,VS2,59.9,54.6,96.65
44794,0.51,Very Good,D,VS2,63.2,60.0,81.35
44795,0.58,Very Good,H,VS2,61.2,55.8,96.23
44796,0.51,Ideal,D,VS2,61.7,56.0,83.59
44797,0.54,Ideal,H,VS1,61.3,55.9,88.47
44798,0.56,Ideal,G,SI1,61.5,56.0,92.37
44799,0.51,Ideal,F,SI1,60.8,57.0,83.77
44800,0.59,Ideal,E,SI1,61.7,56.0,97.09
44802,0.56,Ideal,G,SI1,61.2,54.0,93.24
44803,0.62,Premium,F,SI1,61.3,60.0,100.05
44804,0.51,Very Good,E,VS1,64.4,55.0,82.88
44805,0.55,Ideal,G,VS2,60.1,55.0,92.16
44806,0.55,Ideal,H,VS1,62.3,56.0,89.96
44807,0.51,Ideal,G,VS1,61.2,55.0,84.46
44808,0.58,Premium,F,SI1,61.0,57.0,94.76
44809,0.58,Premium,F,SI1,62.2,61.0,92.06
44810,0.5,Good,D,VS2,63.4,56.0,82.93
44811,0.5,Good,D,VS2,63.3,54.0,81.77
44812,0.5,Good,D,VS2,63.4,57.0,82.35
44813,0.5,Very Good,D,VS2,62.8,58.0,79.22
44814,0.5,Good,D,VS2,63.7,56.0,83.03
44815,0.5,Ideal,D,VS2,62.4,55.0,83.46
44816,0.53,Very Good,G,VS1,60.9,56.0,88.37
44817,0.51,Ideal,E,VS1,62.7,56.0,84.15
44818,0.51,Very Good,E,VS1,62.0,61.0,83.52
44819,0.58,Very Good,I,VVS1,63.0,57.0,94.63
44820,0.58,Ideal,E,SI1,61.5,55.0,94.98
44821,0.58,Ideal,E,SI1,61.6,55.0,94.63
44822,0.58,Ideal,G,VS2,61.9,56.0,95.38
44823,0.58,Premium,I,VVS1,62.6,59.0,92.63
44824,0.55,Ideal,F,VS2,62.0,56.0,90.99
44825,0.53,Very Good,F,VS2,63.4,56.0,86.29
44826,0.53,Premium,F,VS2,62.1,58.0,86.57
44827,0.53,Good,D,SI1,63.8,56.0,86.65
44828,0.69,Premium,I,SI1,62.0,59.0,111.53
44829,0.7,Premium,G,SI2,58.9,59.0,110.07
44830,0.53,Very Good,D,SI1,63.4,58.0,85.53
44831,0.5,Very Good,G,VS1,62.7,59.0,81.0
44832,0.54,Ideal,G,VS1,62.2,56.0,87.95
44833,0.32,Ideal,H,VS2,60.8,56.0,54.47
44834,0.32,Ideal,H,VS2,61.2,56.0,53.18
44835,0.32,Ideal,H,VS2,60.9,56.0,52.99
44836,0.32,Ideal,H,VS2,61.2,55.0,53.18
44837,0.32,Ideal,I,VS1,62.4,54.0,52.81
44838,0.32,Ideal,I,VS1,60.9,57.0,53.66
44839,0.32,Ideal,I,VS1,61.3,56.0,53.62
44840,0.32,Ideal,I,VS1,62.0,54.0,52.42
44841,0.35,Ideal,H,SI1,61.5,56.0,58.69
44842,0.35,Ideal,H,SI1,60.8,56.0,58.78
44843,0.31,Premium,I,SI1,61.3,58.0,50.64
44844,0.31,Premium,G,SI2,61.8,59.0,49.83
44845,0.31,Premium,G,SI2,63.0,57.0,51.3
44846,0.31,Premium,G,SI2,62.3,57.0,51.28
44847,0.31,Ideal,G,SI2,61.7,56.0,51.13
44848,0.31,Premium,G,SI2,60.3,59.0,49.99
44849,0.31,Ideal,G,SI2,60.5,57.0,50.84
44850,0.31,Premium,G,SI2,61.3,58.0,51.72
44851,0.31,Premium,J,VS1,61.8,59.0,49.83
44852,0.31,Premium,J,VS1,60.7,60.0,50.49
44853,0.31,Ideal,I,SI1,62.7,56.0,50.57
44854,0.31,Good,I,SI1,63.8,55.0,51.63
44855,0.31,Ideal,I,SI1,63.0,57.0,51.18
44856,0.31,Premium,I,SI1,60.7,60.0,49.95
44857,0.31,Premium,I,SI1,61.5,59.0,50.95
44858,0.31,Premium,I,SI1,61.4,61.0,51.06
44860,0.31,Premium,I,SI1,62.3,59.0,49.67
44861,0.31,Very Good,I,SI1,63.5,56.0,50.48
44862,0.31,Very Good,G,SI2,63.3,54.0,50.83
44863,0.57,Ideal,F,VS2,62.3,55.0,94.31
44864,0.57,Ideal,F,VS2,62.1,55.0,94.03
44865,0.57,Very Good,F,VS2,62.0,54.0,93.57
44866,0.57,Ideal,F,VS2,59.2,57.0,97.12
44867,0.54,Good,E,VS2,63.1,58.0,87.13
44868,0.54,Very Good,E,VS2,60.7,56.0,90.62
44869,0.54,Premium,G,VS1,61.1,60.0,88.64
44870,0.46,Ideal,D,VS1,62.6,56.0,75.25
44871,0.46,Ideal,D,VS1,61.6,57.0,75.43
44872,0.4,Ideal,D,VVS1,61.6,56.0,66.25
44873,0.5,Ideal,H,VS1,61.1,56.0,82.05
44874,0.62,Ideal,F,SI1,62.7,54.0,104.36
44875,0.54,Premium,H,VS1,61.3,58.0,87.97
44876,0.54,Premium,G,VS2,62.0,58.0,86.9
44877,0.54,Ideal,G,VS2,61.9,57.0,87.23
44878,0.54,Ideal,G,VS2,60.7,56.0,88.87
44879,0.54,Premium,H,VS1,61.9,56.0,90.37
44880,0.54,Premium,I,VVS1,60.8,61.0,87.92
44881,0.54,Ideal,H,VS1,62.4,56.0,88.22
44882,0.54,Ideal,H,VS1,61.9,56.0,88.01
44883,0.54,Premium,H,VS1,62.4,55.0,89.0
44884,0.54,Premium,H,VS1,60.8,61.0,88.53
44885,0.54,Ideal,H,VS1,62.7,57.0,88.15
44886,0.54,Ideal,H,VS1,61.5,56.0,88.24
44887,0.54,Premium,G,VS2,60.0,59.0,90.25
44888,0.54,Ideal,G,VS2,62.3,54.0,90.13
44889,0.54,Ideal,G,VS2,60.4,57.0,89.71
44890,0.54,Premium,G,VS2,62.7,58.0,86.6
44891,0.54,Premium,G,VS2,61.0,60.0,86.32
44892,0.54,Ideal,E,SI1,60.5,57.0,89.55
44893,0.54,Ideal,E,SI1,61.5,57.0,88.24
44894,0.54,Premium,E,SI1,62.2,58.0,89.68
44895,0.54,Ideal,E,SI1,62.1,56.0,88.11
44896,0.54,Premium,G,VS2,58.7,62.0,89.87
44898,0.54,Premium,E,SI1,61.6,61.0,87.3
44899,0.96,Fair,H,I1,61.5,63.0,142.48
44900,0.51,Very Good,E,VS2,63.3,55.0,84.18
44901,0.51,Very Good,E,VS2,63.5,57.0,82.77
44902,0.55,Ideal,E,VS2,62.0,56.0,90.02
44903,0.54,Very Good,F,VS2,60.9,55.0,89.49
44904,0.54,Ideal,H,VVS2,61.6,56.0,89.47
44905,0.52,Ideal,H,VVS1,60.7,57.0,87.31
44906,0.53,Ideal,F,SI1,61.5,56.0,87.47
44907,0.53,Ideal,F,SI1,61.9,55.0,87.07
44908,0.63,Very Good,H,VS2,61.2,59.2,101.45
44909,0.51,Very Good,E,VS2,61.8,58.0,81.93
44910,0.5,Ideal,I,VVS2,60.5,57.0,82.91
44911,0.54,Good,G,VS1,59.0,62.0,87.31
44912,0.47,Premium,E,VS1,61.8,58.0,77.25
44913,0.65,Premium,E,SI2,61.4,59.0,104.85
44914,0.52,Very Good,E,VS2,63.0,58.0,83.33
44915,0.52,Very Good,G,VS1,63.8,58.0,83.45
44916,0.58,Ideal,G,VS2,61.1,55.0,98.07
44917,0.63,Ideal,H,VS2,62.1,54.0,104.7
44918,0.58,Very Good,E,SI1,63.1,56.0,96.1
44919,0.58,Premium,E,SI1,62.7,58.0,94.71
44921,0.58,Premium,E,SI1,60.7,61.0,94.55
44922,0.59,Premium,E,VS2,59.1,61.0,102.07
44923,0.57,Very Good,G,VS2,63.3,56.0,92.94
44924,0.58,Fair,E,SI1,64.4,57.0,93.16
44925,0.53,Very Good,G,VS1,63.1,56.0,85.43
44926,0.57,Ideal,G,VS2,60.2,59.0,94.77
44927,0.57,Good,F,VS2,62.8,62.0,90.16
44928,0.51,Premium,D,SI1,61.9,60.0,83.85
44930,0.55,Very Good,H,VS1,61.0,56.0,89.77
44931,0.55,Ideal,E,VS2,59.3,57.0,93.95
44932,0.71,Very Good,J,SI1,60.7,58.0,118.21
44933,0.46,Ideal,F,VS1,61.7,56.0,74.58
44934,0.59,Good,F,VS2,64.9,57.0,92.55
44935,0.48,Very Good,E,VS1,62.2,62.0,76.32
44936,0.51,Ideal,D,VS2,60.5,56.0,85.34
44937,0.52,Ideal,E,VS2,61.5,56.0,84.24
44938,0.52,Ideal,E,VS2,61.3,55.0,86.42
44939,0.52,Ideal,E,VS2,61.0,57.0,85.72
44941,0.54,Ideal,G,VS2,61.0,57.0,88.81
44942,0.54,Good,D,VS2,60.9,60.0,91.69
44943,0.57,Premium,E,VS2,62.5,55.0,92.97
44944,0.55,Ideal,D,VS2,61.0,56.0,90.56
44945,0.5,Good,G,VS1,59.8,63.0,80.95
44946,0.55,Premium,G,VS2,61.5,61.0,89.03
44947,0.5,Very Good,D,VS2,63.4,58.0,81.61
44948,0.5,Very Good,D,VS2,61.1,58.0,80.57
44949,0.52,Ideal,E,VS2,61.3,54.0,86.42
44950,0.52,Premium,E,VS2,60.9,58.0,85.12
44951,0.5,Ideal,D,VS2,60.1,59.0,82.38
44952,0.6,Ideal,F,SI1,61.5,58.0,96.63
44953,0.59,Ideal,D,SI1,62.5,55.0,98.93
44955,0.56,Premium,F,SI1,61.0,58.0,93.13
44956,0.6,Premium,G,SI1,61.9,61.0,95.38
44957,0.6,Premium,G,SI1,61.8,60.0,95.92
44958,0.53,Very Good,E,VS2,59.1,60.0,86.98
44960,0.53,Very Good,G,VS1,62.3,55.0,85.9
44961,0.53,Very Good,G,VS1,61.2,57.0,87.86
44962,0.57,Very Good,G,VS1,59.3,56.0,93.95
44964,0.5,Ideal,H,VVS1,61.9,54.0,83.85
44965,0.6,Ideal,H,VS2,61.1,56.0,100.6
44966,0.52,Ideal,H,VS1,61.1,57.0,85.55
44967,0.59,Ideal,H,VS2,62.2,59.0,95.67
44968,0.54,Premium,F,VS1,61.8,59.0,86.63
44969,0.55,Ideal,F,VS2,61.3,54.0,91.29
44970,0.5,Ideal,E,VS1,62.5,57.0,79.13
44971,0.56,Ideal,E,SI1,61.6,55.0,92.83
44972,0.51,Ideal,E,SI1,61.5,55.0,84.83
44973,0.54,Very Good,D,SI1,60.3,61.0,88.48
44974,0.53,Ideal,F,VS2,62.2,55.0,86.23
44975,0.54,Ideal,D,SI1,61.7,55.0,89.3
44976,0.54,Premium,D,SI1,62.6,57.0,86.16
44977,0.7,Premium,G,I1,61.9,58.0,115.62
44978,0.71,Good,I,SI1,63.6,63.0,113.27
44980,0.57,Very Good,D,VS2,60.4,57.0,93.26
44981,0.52,Ideal,E,VS2,61.0,55.0,87.25
44982,0.52,Ideal,D,SI1,62.5,56.0,86.17
44983,0.52,Premium,F,VS2,60.0,57.0,85.89
44984,0.52,Premium,F,VS2,58.5,60.0,85.38
44985,0.52,Premium,D,SI1,61.5,55.0,86.53
44986,0.77,Fair,D,SI2,65.1,63.0,119.37
44987,0.85,Fair,G,I1,62.7,60.0,135.94
44988,0.59,Very Good,E,SI1,62.9,58.0,94.99
44989,0.51,Ideal,G,VS1,62.3,53.5,83.46
44990,0.59,Ideal,F,SI1,61.7,56.0,96.09
44991,0.62,Ideal,H,VS2,62.8,57.0,99.69
44992,0.53,Ideal,E,VS2,62.8,55.0,87.81
44993,0.52,Very Good,E,VS2,62.5,58.0,85.57
44994,0.54,Very Good,F,VS1,61.8,59.0,86.29
44995,0.54,Very Good,F,VS1,60.0,59.0,88.71
44996,0.53,Very Good,E,VS2,62.8,57.0,87.04
44997,0.56,Premium,H,VS1,59.8,62.0,90.79
